IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
920230506,Petit Clamart 6,92023,Clamart,74.3,,21310.0,30130.0,42330.0,0.7,14620.0,18860.0,23130.0,26830.0,34490.0,39930.0,45030.0,55490.0,3.8,5.2,0.313,69.5,64.5,1.9,3.1,23.9,6.6,0
920230507,Petit Clamart 7,92023,Clamart,73.3,12.0,20050.0,28970.0,39780.0,0.68,11710.0,17630.0,21870.0,25760.0,32880.0,37080.0,43500.0,56920.0,4.9,6.1,0.336,70.3,65.7,2.2,2.4,22.3,7.4,0
920240101,Vendome,92024,Clichy,66.1,22.0,14400.0,25250.0,37470.0,0.91,6870.0,12520.0,16980.0,21210.0,29280.0,34440.0,41370.0,52590.0,7.7,9.0,0.371,81.6,74.9,3.3,3.4,15.9,2.5,0
920240102,Pasteur-Gesnouin,92024,Clichy,65.1,21.5,14250.0,25400.0,38820.0,0.97,6120.0,12340.0,16140.0,20960.0,30340.0,35460.0,43490.0,52490.0,8.6,9.6,0.372,86.1,79.4,3.3,3.4,11.0,2.9,0
920240103,Centre Ville,92024,Clichy,67.3,23.6,13750.0,25510.0,40190.0,1.04,7250.0,11580.0,16270.0,20720.0,30350.0,36340.0,43410.0,52810.0,7.3,9.0,0.374,86.6,80.3,3.4,2.9,11.1,2.3,0
920240104,S.n.c.f,92024,Clichy,61.2,27.0,12220.0,21930.0,35240.0,1.05,5830.0,10500.0,13830.0,17850.0,25800.0,31160.0,39940.0,52850.0,9.1,11.1,0.417,88.1,81.9,3.4,2.8,8.1,3.8,0
920240201,Teinturiers,92024,Clichy,60.7,26.9,12190.0,20270.0,32320.0,0.99,6820.0,10720.0,13740.0,16940.0,24510.0,29700.0,35950.0,46650.0,6.8,8.8,0.386,79.4,73.1,3.7,2.6,17.8,2.8,0
920240202,Bac d'Asnières-Bérégovoy,92024,Clichy,47.8,40.4,8720.0,15140.0,26290.0,1.16,3530.0,7170.0,10180.0,12900.0,19120.0,23540.0,31550.0,43860.0,12.4,15.0,0.451,86.9,81.2,3.8,1.9,10.9,2.2,0
920240203,Rue du Port,92024,Clichy,58.7,28.6,11330.0,21490.0,32740.0,1.0,6340.0,10000.0,13270.0,17540.0,25640.0,30100.0,36560.0,45110.0,7.1,9.2,0.376,85.2,78.8,3.5,2.9,13.5,1.3,0
920240301,Quartier Nord,92024,Clichy,32.6,49.1,7090.0,13360.0,20250.0,0.99,3480.0,6170.0,8670.0,10500.0,15410.0,18470.0,21530.0,26680.0,7.7,9.2,0.369,77.7,70.8,5.6,1.3,21.2,1.1,0
920240302,Gabriel Peri,92024,Clichy,58.4,35.3,10170.0,18460.0,29080.0,1.02,5470.0,8930.0,11700.0,15050.0,22130.0,26790.0,31830.0,40080.0,7.3,9.1,0.377,83.5,77.6,4.1,1.8,15.0,1.5,0
920240303,Bateliers,92024,Clichy,56.9,29.1,11700.0,21280.0,31380.0,0.93,5810.0,10040.0,13130.0,17280.0,24770.0,28960.0,32980.0,42370.0,7.3,9.2,0.365,74.3,69.1,3.6,1.6,23.2,2.5,0
920240304,Berges de Seine-Beaujon,92024,Clichy,56.1,30.4,11420.0,19000.0,28520.0,0.9,6400.0,9850.0,12770.0,15970.0,22380.0,26150.0,31410.0,41000.0,6.4,8.2,0.368,88.5,81.5,4.3,2.7,9.9,1.6,0
920240401,Mozart,92024,Clichy,53.2,32.5,10280.0,19150.0,29710.0,1.01,4800.0,8720.0,12010.0,15890.0,22920.0,27400.0,33320.0,41740.0,8.7,11.4,0.402,84.2,77.3,4.2,2.7,12.8,3.0,0
920240402,Maison du Peuple,92024,Clichy,61.0,28.3,11390.0,22170.0,34270.0,1.03,5170.0,9150.0,13930.0,18000.0,26510.0,31360.0,37960.0,47440.0,9.2,10.5,0.384,83.8,77.2,3.6,3.0,13.1,3.1,0
920240403,Klock,92024,Clichy,56.8,30.9,10990.0,19880.0,33150.0,1.11,4950.0,9070.0,12720.0,15710.0,23860.0,29390.0,36650.0,45730.0,9.2,11.2,0.4,85.5,77.5,4.2,3.8,13.3,1.2,0
920240404,Sanzillon,92024,Clichy,41.7,43.9,8880.0,14420.0,22110.0,0.92,4530.0,7560.0,9870.0,11930.0,17400.0,20940.0,24690.0,30010.0,6.6,8.4,0.36,82.1,76.0,5.4,0.7,16.9,1.0,0
920240405,Morel,92024,Clichy,46.5,41.5,8460.0,15770.0,26210.0,1.13,4510.0,7170.0,9810.0,12720.0,19230.0,23850.0,28180.0,36500.0,8.1,10.4,0.401,81.2,75.0,4.4,1.8,16.4,2.4,0
920240501,Entree de Ville,92024,Clichy,46.6,47.7,6460.0,13940.0,26680.0,1.45,3960.0,5430.0,7410.0,9700.0,17740.0,23560.0,30000.0,40650.0,10.3,12.9,0.452,86.5,79.9,4.7,1.9,11.7,1.8,0
920240502,Calmette,92024,Clichy,56.7,32.0,10310.0,20510.0,34640.0,1.19,5440.0,8900.0,12370.0,15930.0,25530.0,30950.0,37900.0,51030.0,9.4,14.0,0.457,74.5,67.1,3.5,3.9,15.1,10.4,0
920240503,Chance-Milly,92024,Clichy,56.4,31.8,10090.0,19120.0,32310.0,1.16,5250.0,8730.0,12260.0,15190.0,23370.0,28960.0,35830.0,47480.0,9.0,11.6,0.42,79.6,71.4,4.2,4.0,16.9,3.5,0
920240504,Cité Nouvelle,92024,Clichy,65.0,22.9,13990.0,24410.0,39790.0,1.06,6800.0,11360.0,15540.0,19450.0,29510.0,35550.0,44280.0,59380.0,8.7,11.0,0.414,85.9,78.1,3.3,4.5,11.1,3.0,0
920240601,Palloy-Paymal,92024,Clichy,61.2,23.5,13530.0,22890.0,33720.0,0.88,6620.0,11360.0,15330.0,19080.0,26450.0,31200.0,36820.0,48440.0,7.3,9.6,0.387,82.0,75.4,3.2,3.4,15.4,2.6,0
920240602,Gambetta,92024,Clichy,71.5,16.9,17960.0,29610.0,44290.0,0.89,8440.0,14530.0,20530.0,25270.0,34790.0,40620.0,48660.0,62020.0,7.3,8.8,0.366,79.9,71.6,3.4,4.9,14.8,5.3,0
920250101,Saint-Denis,92025,Colombes,76.6,11.5,22460.0,34100.0,48220.0,0.76,11940.0,19290.0,25170.0,29180.0,38650.0,44600.0,53020.0,66610.0,5.6,7.5,0.36,81.8,73.3,3.1,5.4,12.8,5.4,0
920250102,Marceau-Champarons,92025,Colombes,71.8,13.5,19310.0,30980.0,45770.0,0.85,10050.0,17440.0,22310.0,26710.0,36460.0,42220.0,48860.0,62860.0,6.3,8.0,0.365,80.4,74.3,2.7,3.4,14.9,4.7,0
920250103,Agent Sarre,92025,Colombes,74.9,12.1,21110.0,34890.0,53980.0,0.94,10610.0,18290.0,23560.0,28960.0,40810.0,48390.0,60170.0,79900.0,7.5,9.2,0.394,80.6,73.1,2.9,4.6,14.2,5.2,0
920250104,Victor Hugo,92025,Colombes,75.6,11.2,23530.0,35750.0,54350.0,0.86,12460.0,21330.0,26430.0,30970.0,41530.0,49310.0,61180.0,78550.0,6.3,8.5,0.393,79.6,72.5,2.0,5.1,11.7,8.7,0
920250105,Monts Clairs,92025,Colombes,77.2,,23890.0,39170.0,58470.0,0.88,14200.0,21370.0,25990.0,32830.0,46200.0,54040.0,65580.0,85920.0,6.1,7.9,0.376,80.5,74.0,2.3,4.2,12.0,7.5,0
920250106,Mairie-Forum,92025,Colombes,71.6,15.1,18600.0,28960.0,39210.0,0.71,9460.0,16110.0,20990.0,25260.0,32240.0,35980.0,42850.0,50480.0,5.3,6.4,0.311,77.0,72.1,2.4,2.5,20.3,2.7,0
920250107,Cerisiers,92025,Colombes,69.4,12.4,19730.0,31350.0,47840.0,0.9,11360.0,17180.0,21600.0,26690.0,37320.0,44030.0,53250.0,74100.0,6.5,8.8,0.404,76.3,68.9,2.3,5.1,17.5,6.2,0
920250108,Les Vallées,92025,Colombes,80.4,,26060.0,40470.0,60710.0,0.86,15590.0,23260.0,28640.0,34370.0,48220.0,55300.0,67800.0,88930.0,5.7,7.6,0.381,78.4,72.3,2.2,3.9,12.5,9.1,0
920250109,Henri Barbusse Sud,92025,Colombes,74.7,12.1,21030.0,33430.0,50330.0,0.88,11400.0,18290.0,24020.0,28660.0,38700.0,45590.0,55300.0,70220.0,6.2,8.0,0.377,83.6,77.1,2.4,4.1,11.6,4.8,0
920250110,Wiener-Garamont,92025,Colombes,75.5,10.5,21440.0,32380.0,49140.0,0.86,12440.0,19310.0,23840.0,27820.0,37840.0,45040.0,57680.0,80780.0,6.5,8.5,0.408,81.7,71.8,2.5,7.4,13.6,4.7,0
920250111,Leon Bourgeois,92025,Colombes,74.7,10.4,23150.0,34960.0,49680.0,0.76,12590.0,19810.0,25610.0,29860.0,39870.0,45960.0,53730.0,69330.0,5.5,7.3,0.361,83.2,78.3,2.7,2.2,11.4,5.4,0
920250113,Centre Ville-Église Saint-Pierre Saint-Paul,92025,Colombes,67.0,15.4,17020.0,28430.0,45250.0,0.99,10030.0,14920.0,19570.0,23900.0,33780.0,41030.0,50050.0,64350.0,6.4,8.5,0.389,78.7,72.0,2.9,3.8,17.8,3.5,0
920250201,Fosses Jean Nord-Stalingrad-Tour z,92025,Colombes,41.6,43.7,8520.0,14910.0,22120.0,0.91,3750.0,7680.0,9910.0,12090.0,17180.0,20460.0,23460.0,29820.0,7.9,8.2,0.36,74.5,69.0,4.1,1.4,24.4,1.1,0
920250202,Foss. Jean Nord-Gymnase-Parc Caillebotte,92025,Colombes,,,9010.0,15260.0,22910.0,0.91,4240.0,7560.0,10580.0,12740.0,17950.0,20780.0,25310.0,32480.0,7.7,9.1,0.369,76.1,70.5,4.8,0.8,21.8,2.1,0
920250203,Fosses Jean Sud,92025,Colombes,37.3,44.4,8970.0,14330.0,21700.0,0.89,4780.0,7320.0,9910.0,12060.0,17220.0,20010.0,24130.0,30990.0,6.5,8.5,0.362,74.1,67.1,6.3,0.7,24.6,1.3,0
920250204,Rousseau-Solferino,92025,Colombes,51.1,31.9,10760.0,19500.0,30380.0,1.01,4730.0,8640.0,12450.0,15940.0,22900.0,26860.0,34430.0,45160.0,9.5,11.6,0.399,78.1,71.9,3.9,2.3,18.6,3.3,0
920250205,Gare du Stade,92025,Colombes,50.1,32.5,10680.0,18480.0,27610.0,0.92,6050.0,9400.0,12040.0,14890.0,21500.0,24820.0,29640.0,36550.0,6.0,7.7,0.355,80.2,74.3,4.1,1.8,17.1,2.7,0
920250206,Stade Berthelot,92025,Colombes,52.3,27.4,12430.0,18880.0,29460.0,0.9,6850.0,10780.0,13550.0,16170.0,22580.0,27160.0,32820.0,45350.0,6.6,9.1,0.396,78.8,72.3,4.4,2.1,18.4,2.8,0
920250207,Audra-Paul Bert,92025,Colombes,44.2,36.6,9500.0,16200.0,24260.0,0.91,3870.0,8030.0,11260.0,13910.0,18990.0,21600.0,26400.0,30150.0,7.8,9.2,0.354,75.5,69.9,4.4,1.2,23.4,1.1,0
920250208,Usine des Eaux-Ile Marante,92025,Colombes,52.6,29.3,11450.0,19110.0,28500.0,0.89,5670.0,10170.0,13190.0,16130.0,22320.0,26710.0,31470.0,40060.0,7.1,7.8,0.35,86.4,81.2,4.0,1.2,11.8,1.8,0
920250209,Gagarine,92025,Colombes,52.3,30.7,11020.0,18270.0,28970.0,0.98,4320.0,9310.0,12610.0,15250.0,22460.0,25810.0,31160.0,40550.0,9.4,10.2,0.376,79.4,73.5,4.4,1.5,19.0,1.6,0
920250210,Strasbourg,92025,Colombes,49.7,36.0,10190.0,17060.0,26500.0,0.96,4850.0,8380.0,11260.0,13950.0,20440.0,24060.0,29970.0,39150.0,8.1,10.3,0.388,84.7,78.6,4.1,2.0,14.0,1.3,0
920250211,Musiciens-Paul Bert,92025,Colombes,46.5,42.1,8030.0,15610.0,25210.0,1.1,3270.0,6840.0,9600.0,12030.0,18800.0,22870.0,29900.0,41460.0,12.7,16.7,0.464,76.1,70.1,4.4,1.6,21.6,2.3,0
920250212,Jeanne d'Arc-Salle des Fetes,92025,Colombes,71.2,15.8,19000.0,28970.0,42830.0,0.82,7860.0,15530.0,20920.0,24640.0,34090.0,39530.0,46590.0,59770.0,7.6,8.6,0.371,82.1,75.7,2.8,3.6,12.9,5.0,0
920250301,Les Greves,92025,Colombes,32.9,50.9,7100.0,12730.0,19350.0,0.96,2390.0,6010.0,7700.0,10290.0,15360.0,17990.0,21560.0,27310.0,11.4,12.2,0.396,79.1,71.4,5.6,2.1,20.0,0.9,0
920250302,Aragon Pavillonnaire,92025,Colombes,66.3,19.5,16100.0,26860.0,41770.0,0.96,8970.0,13250.0,18560.0,22820.0,31980.0,37330.0,45960.0,62760.0,7.0,9.0,0.387,81.8,75.5,2.8,3.5,14.1,4.1,0
920250303,Salvador Allende-Egalite,92025,Colombes,60.2,23.2,13840.0,23030.0,34220.0,0.88,6610.0,11560.0,15230.0,19470.0,27410.0,32340.0,38320.0,48400.0,7.3,9.1,0.374,81.4,75.6,3.6,2.2,14.7,3.9,0
920250304,Gabriel Peri-Ilot26,92025,Colombes,73.0,11.7,20870.0,30690.0,46580.0,0.84,11680.0,18450.0,22750.0,26620.0,35410.0,42380.0,52480.0,65860.0,5.6,6.9,0.362,84.3,77.3,3.1,3.9,10.9,4.8,0
920250305,Cimetière-Îlot 1,92025,Colombes,52.4,30.7,11010.0,18320.0,28400.0,0.95,5650.0,9180.0,12790.0,15290.0,21930.0,25850.0,31020.0,37940.0,6.7,8.2,0.354,68.8,63.4,4.5,0.9,29.4,1.8,0
920250306,Moslard-Agriculture,92025,Colombes,70.8,14.7,18930.0,31810.0,48630.0,0.93,10230.0,15940.0,22250.0,26750.0,38000.0,44420.0,53560.0,70410.0,6.9,9.5,0.407,78.2,71.6,2.1,4.5,13.0,8.8,0
920250401,Charles de Gaulle Sud-Victor Basch,92025,Colombes,56.9,30.6,11460.0,19820.0,32520.0,1.06,5890.0,9560.0,12820.0,16220.0,23620.0,29160.0,36620.0,48360.0,8.2,10.1,0.4,86.3,80.7,3.8,1.8,11.2,2.5,0
920250402,Canibouts-Champy,92025,Colombes,43.2,45.3,8070.0,14460.0,24970.0,1.17,3890.0,7070.0,9420.0,11540.0,17630.0,22030.0,28520.0,39410.0,10.1,12.9,0.429,87.1,80.2,4.7,2.2,10.9,2.0,0
920250403,Jeanne Gleuzer-Gros Gres,92025,Colombes,48.8,37.6,9610.0,16910.0,28590.0,1.12,4000.0,7960.0,10970.0,14020.0,20440.0,25170.0,32620.0,42430.0,10.6,11.9,0.417,82.6,75.7,4.2,2.7,15.1,2.3,0
920260101,Blondel,92026,Courbevoie,81.5,7.2,24430.0,36920.0,51210.0,0.73,15170.0,21900.0,26580.0,32110.0,41900.0,47400.0,56090.0,70700.0,4.7,5.9,0.325,84.0,79.9,1.9,2.2,11.5,4.5,0
920260102,d'Estienne d'Orves,92026,Courbevoie,72.6,14.7,20110.0,32520.0,49160.0,0.89,10130.0,16640.0,22640.0,27310.0,38920.0,45720.0,53820.0,72490.0,7.2,11.5,0.443,82.8,69.3,2.3,11.2,13.1,4.1,0
920260103,Jean Blot,92026,Courbevoie,71.0,15.1,17630.0,29510.0,42650.0,0.85,9640.0,15470.0,20270.0,25000.0,34980.0,40090.0,46460.0,56280.0,5.8,8.0,0.36,84.3,78.2,2.9,3.2,11.3,4.4,0
920260201,Dubonnet,92026,Courbevoie,81.4,8.9,24860.0,38820.0,54870.0,0.77,13940.0,21930.0,27980.0,33300.0,45040.0,50940.0,59530.0,75120.0,5.4,6.7,0.341,80.8,73.7,2.2,4.9,14.2,5.0,0
920260202,Villebois-Mareuil,92026,Courbevoie,80.5,,23870.0,35220.0,48940.0,0.71,15540.0,21300.0,26190.0,30750.0,40610.0,45280.0,53520.0,68450.0,4.4,5.7,0.32,76.4,72.0,2.2,2.2,19.7,3.9,0
920260203,Franklin,92026,Courbevoie,81.3,8.3,25900.0,40090.0,58740.0,0.82,14650.0,23580.0,28700.0,34250.0,45590.0,53500.0,64930.0,86530.0,5.9,7.3,0.363,78.5,73.1,1.9,3.5,15.7,5.8,0
920260204,Charcot,92026,Courbevoie,76.3,11.2,22390.0,35840.0,53550.0,0.87,12250.0,18610.0,25000.0,29970.0,42850.0,49330.0,60850.0,78900.0,6.4,9.4,0.413,75.5,69.1,2.4,4.0,15.0,9.5,0
920260301,Quinet,92026,Courbevoie,74.7,11.7,20410.0,32030.0,46000.0,0.8,11700.0,17750.0,22640.0,27010.0,37050.0,41640.0,48820.0,58910.0,5.0,6.2,0.328,79.1,74.1,2.5,2.5,17.2,3.7,0
920260302,Vigny,92026,Courbevoie,81.6,,26270.0,40760.0,56950.0,0.75,16020.0,24100.0,28870.0,34710.0,46700.0,53220.0,61640.0,77510.0,4.8,6.0,0.329,81.1,76.0,1.8,3.3,13.6,5.3,0
920260303,Bertalot,92026,Courbevoie,84.5,,28110.0,41630.0,56460.0,0.68,17070.0,25570.0,30900.0,36190.0,46560.0,52820.0,59590.0,76500.0,4.5,5.7,0.32,80.4,73.8,2.2,4.4,15.1,4.5,0
920260304,Lalyre,92026,Courbevoie,82.8,,29900.0,43310.0,62330.0,0.75,18850.0,26830.0,32640.0,38320.0,49780.0,57400.0,70500.0,93220.0,4.9,7.3,0.386,76.2,69.3,1.4,5.5,14.3,9.5,0
920260305,Fallet,92026,Courbevoie,79.9,8.6,23700.0,37340.0,53000.0,0.78,13570.0,21390.0,26570.0,32580.0,42840.0,48860.0,57500.0,70950.0,5.2,6.4,0.339,80.8,73.4,3.5,3.9,14.9,4.3,0
920260402,Gaultier,92026,Courbevoie,66.9,20.8,14560.0,28200.0,45440.0,1.1,7640.0,12690.0,16830.0,23160.0,34490.0,40040.0,49420.0,63790.0,8.3,11.0,0.414,77.2,70.9,2.1,4.2,17.6,5.2,0
920260403,Schweitzer,92026,Courbevoie,58.4,22.9,13560.0,21850.0,34810.0,0.97,7210.0,11790.0,15480.0,18330.0,27020.0,32190.0,38180.0,49750.0,6.9,8.7,0.383,79.4,73.3,3.0,3.1,18.1,2.5,0
920260404,Fauvelles,92026,Courbevoie,75.5,12.0,20960.0,34100.0,50690.0,0.87,11640.0,17730.0,23120.0,28830.0,40300.0,47290.0,54580.0,67520.0,5.8,7.4,0.355,90.3,85.4,2.2,2.7,6.2,3.5,0
920260405,Etudiants,92026,Courbevoie,63.1,17.9,15740.0,27620.0,38680.0,0.83,8330.0,13910.0,18420.0,23210.0,31290.0,35590.0,41420.0,50480.0,6.1,7.5,0.34,93.9,88.2,2.7,3.0,3.9,2.2,0
920260406,Arche,92026,Courbevoie,77.7,11.8,23170.0,37730.0,53790.0,0.81,11830.0,19570.0,26580.0,32740.0,43270.0,49590.0,58890.0,76850.0,6.5,8.5,0.365,89.0,84.8,2.1,2.1,5.8,5.2,0
920260501,Regnault,92026,Courbevoie,67.6,20.6,15240.0,26830.0,39590.0,0.91,5800.0,12350.0,17980.0,22900.0,30810.0,36710.0,43370.0,55130.0,9.5,11.6,0.379,79.3,73.1,2.5,3.7,15.6,5.1,0
920260502,Segoffin,92026,Courbevoie,62.4,22.4,13730.0,23560.0,37930.0,1.03,7350.0,11940.0,16020.0,19800.0,27790.0,33950.0,42350.0,59450.0,8.1,10.8,0.42,80.3,74.5,3.6,2.2,16.7,3.0,0
920260503,Essling,92026,Courbevoie,78.8,9.6,21810.0,32320.0,47420.0,0.79,13220.0,19530.0,23770.0,27670.0,37660.0,44190.0,51120.0,63350.0,4.8,6.3,0.341,85.3,80.2,2.3,2.8,11.0,3.7,0
920260504,Arletty,92026,Courbevoie,59.3,24.1,13180.0,21590.0,33410.0,0.94,6960.0,11140.0,14240.0,18420.0,26170.0,30440.0,37260.0,48000.0,6.9,8.3,0.372,84.2,77.0,4.4,2.8,13.1,2.7,0
920260505,Diderot,92026,Courbevoie,74.8,13.6,20580.0,33430.0,48050.0,0.82,9770.0,16810.0,23560.0,28870.0,38520.0,44720.0,52580.0,65400.0,6.7,8.7,0.365,81.1,76.2,2.0,2.9,13.2,5.7,0
920260506,Dominos,92026,Courbevoie,,,11040.0,19750.0,31090.0,1.02,4430.0,9670.0,13530.0,16020.0,23690.0,27930.0,35180.0,46880.0,10.6,11.4,0.416,78.7,70.8,2.7,5.2,15.6,5.7,0
920260601,Visien,92026,Courbevoie,78.0,10.9,21940.0,34370.0,51370.0,0.86,12140.0,19320.0,24810.0,29690.0,41080.0,46840.0,55530.0,69870.0,5.8,7.2,0.348,83.5,77.6,2.3,3.6,12.8,3.7,0
920260602,Kruger,92026,Courbevoie,76.8,13.0,21160.0,35580.0,53740.0,0.92,10210.0,17780.0,23560.0,29500.0,42370.0,49540.0,59230.0,74640.0,7.3,9.1,0.378,82.1,76.2,2.5,3.4,12.6,5.3,0
920260603,Parmentier,92026,Courbevoie,75.2,11.9,21470.0,33530.0,51810.0,0.9,12020.0,18400.0,23660.0,28730.0,40320.0,46680.0,57480.0,74520.0,6.2,8.6,0.388,77.8,72.6,2.1,3.1,17.1,5.1,0
920260701,de Gaulle,92026,Courbevoie,74.5,,21120.0,32490.0,49240.0,0.87,12810.0,18370.0,23550.0,27860.0,38350.0,45690.0,53950.0,67850.0,5.3,6.5,0.341,71.6,66.7,1.5,3.4,22.8,5.6,0
920260702,Hôtel de Ville,92026,Courbevoie,69.2,17.8,16410.0,27190.0,42460.0,0.96,9340.0,13800.0,18700.0,22480.0,32070.0,38240.0,48220.0,59520.0,6.4,8.0,0.374,78.7,73.1,3.0,2.6,17.1,4.2,0
920260703,Carole Hubert,92026,Courbevoie,76.3,13.0,20870.0,33520.0,46980.0,0.78,11160.0,17780.0,22990.0,27910.0,38650.0,44510.0,50840.0,62600.0,5.6,7.5,0.343,74.4,68.6,2.5,3.3,20.6,5.0,0
920260704,Montagne,92026,Courbevoie,76.3,11.7,21420.0,33690.0,50380.0,0.86,12410.0,18710.0,24360.0,29580.0,39690.0,46410.0,55010.0,71310.0,5.7,7.3,0.356,74.8,67.8,2.5,4.5,20.4,4.8,0
920260705,Sainte-Marie,92026,Courbevoie,82.2,,30110.0,43410.0,62240.0,0.74,16630.0,25380.0,32600.0,37720.0,49030.0,56560.0,67630.0,86300.0,5.2,6.9,0.347,64.0,57.0,1.8,5.2,26.2,9.8,0
920320101,Scarron,92032,Fontenay-aux-Roses,59.3,24.2,13320.0,20880.0,32620.0,0.92,7260.0,11670.0,14920.0,17770.0,25430.0,29470.0,35880.0,45680.0,6.3,7.5,0.355,71.5,67.1,2.9,1.5,25.8,2.7,0
920320102,Buffets-Fauvettes,92032,Fontenay-aux-Roses,60.5,21.7,13650.0,22270.0,33670.0,0.9,8330.0,12430.0,15790.0,18780.0,25640.0,30740.0,36830.0,46660.0,5.6,7.0,0.348,75.5,71.4,2.7,1.4,21.6,2.9,0
920320103,Paradis-Blagis,92032,Fontenay-aux-Roses,,,8970.0,14460.0,21640.0,0.88,4080.0,7550.0,10180.0,12300.0,16770.0,19640.0,23110.0,28620.0,7.0,9.3,0.369,75.6,69.5,5.3,0.8,22.9,1.5,0
920320104,Gare-La Roue,92032,Fontenay-aux-Roses,82.2,,25420.0,40030.0,54600.0,0.73,14160.0,22460.0,28130.0,34070.0,44320.0,51310.0,60690.0,75360.0,5.3,6.4,0.33,73.5,68.6,2.0,2.9,21.0,5.5,0
920320105,Parc,92032,Fontenay-aux-Roses,71.5,14.2,17360.0,27370.0,41000.0,0.86,11020.0,15820.0,19360.0,22650.0,32720.0,37980.0,44250.0,57560.0,5.2,6.8,0.347,69.0,64.2,2.2,2.6,26.8,4.2,0
920320106,Pierrelais,92032,Fontenay-aux-Roses,67.1,18.5,15650.0,25610.0,38440.0,0.89,8910.0,13270.0,17740.0,21970.0,30050.0,35950.0,42670.0,53410.0,6.0,7.6,0.36,74.7,69.7,2.4,2.6,23.1,2.2,0
920320107,Pervenches,92032,Fontenay-aux-Roses,74.1,12.7,18260.0,28540.0,42150.0,0.84,11660.0,15940.0,20470.0,25220.0,33450.0,38920.0,46480.0,60040.0,5.1,7.1,0.365,77.0,73.0,1.9,2.1,19.5,3.5,0
920320108,Val Content,92032,Fontenay-aux-Roses,63.3,20.0,14990.0,24070.0,36300.0,0.89,8200.0,13090.0,16930.0,21060.0,27770.0,33440.0,39390.0,51740.0,6.3,7.7,0.365,78.6,73.5,2.4,2.7,17.8,3.6,0
920320109,Ormeaux,92032,Fontenay-aux-Roses,74.9,,20970.0,33940.0,50930.0,0.88,13300.0,19030.0,23120.0,28770.0,40380.0,46630.0,57010.0,74040.0,5.6,7.4,0.38,73.2,67.7,2.1,3.4,21.4,5.4,0
920320110,Renards,92032,Fontenay-aux-Roses,78.1,,24330.0,35200.0,50420.0,0.74,14260.0,22620.0,27380.0,30500.0,39280.0,46000.0,54060.0,68480.0,4.8,5.7,0.319,70.7,65.0,2.5,3.2,23.2,6.1,0
920320111,Rer-Lombart,92032,Fontenay-aux-Roses,76.8,9.8,21420.0,33420.0,45690.0,0.73,13140.0,18820.0,23770.0,28210.0,38130.0,43220.0,50340.0,61440.0,4.7,5.8,0.323,72.4,67.7,1.7,3.0,22.6,5.0,0
920330101,Buzenval,92033,Garches,75.6,11.4,20700.0,34650.0,54980.0,0.99,11740.0,18290.0,23370.0,28460.0,41460.0,49810.0,61780.0,83870.0,7.1,10.2,0.428,77.6,70.7,2.2,4.7,14.9,7.5,0
920330102,La Verboise,92033,Garches,78.1,,21250.0,33170.0,46790.0,0.77,13500.0,19300.0,24010.0,28530.0,37900.0,43840.0,50200.0,64620.0,4.8,6.3,0.347,73.6,65.8,2.6,5.2,22.0,4.4,0
920330103,Les Bures,92033,Garches,,,31820.0,50010.0,70610.0,0.78,21160.0,28940.0,34980.0,42020.0,55840.0,64430.0,83960.0,126530.0,6.0,12.1,0.524,73.7,69.9,1.5,2.3,12.5,13.8,0
920330104,Cote Saint-Louis,92033,Garches,75.2,,23970.0,38680.0,59810.0,0.93,14940.0,21080.0,26580.0,32450.0,46090.0,54270.0,69920.0,101280.0,6.8,9.0,0.422,70.4,63.1,1.5,5.8,18.8,10.8,0
920330105,Mairie,92033,Garches,83.0,,28500.0,46260.0,67240.0,0.84,18930.0,25250.0,31610.0,38920.0,51610.0,61980.0,76970.0,104820.0,5.5,7.4,0.388,69.1,62.0,1.8,5.3,21.0,9.9,0
920330106,Petit Garches,92033,Garches,75.4,11.1,21770.0,39660.0,67750.0,1.16,12150.0,18660.0,25680.0,31360.0,48590.0,59090.0,73860.0,100270.0,8.3,11.9,0.451,73.8,67.8,1.6,4.4,14.4,11.8,0
920330107,Porte Jaune,92033,Garches,,,23100.0,38870.0,61930.0,1.0,12890.0,20700.0,25460.0,31590.0,47470.0,56540.0,67940.0,89610.0,7.0,9.1,0.405,73.8,68.2,2.2,3.4,19.7,6.5,0
920330108,Poincare,92033,Garches,76.9,9.4,21420.0,36530.0,65800.0,1.21,13250.0,19010.0,23850.0,29250.0,45900.0,57750.0,74040.0,123010.0,9.3,15.8,0.553,73.2,65.7,1.3,6.2,11.4,15.4,0
920350101,Zac de Charlebourg,92035,La Garenne-Colombes,70.8,15.2,18540.0,28260.0,42570.0,0.85,10410.0,16330.0,20550.0,24020.0,33220.0,39000.0,46240.0,57470.0,5.5,6.8,0.344,84.1,80.2,2.4,1.5,12.9,3.0,0
920350102,Champs Philippe Sud,92035,La Garenne-Colombes,,,,,,,,,,,,,,,,,,,,,,,,5
